# GC ID
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
120938455 0
122962880 0
115319023 0
119999069 0
122965505 0
119999073 0
124031417 0
116120128 0
119426911 0
120375743 0
118266817 0
120752151 0
123142987 0
120942565 0
119430017 0
120378818 0
119045550 0
119998554 0
121501643 0
119425880 0
120188655 0
120188144 0
123142983 0
122234907 0
120753179 0
121866885 0
131343631 0
120752667 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
59979388 1
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
55423942 1
57691966 2
43407679 2
44814169 2
61885536 2
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
120938455 0
122962880 0
115319023 0
119999069 0
122965505 0
119999073 0
124031417 0
116120128 0
119426911 0
120375743 0
118266817 0
120752151 0
123142987 0
120942565 0
119430017 0
120378818 0
119045550 0
119998554 0
121501643 0
119425880 0
120188655 0
120188144 0
123142983 0
122234907 0
120753179 0
121866885 0
131343631 0
120752667 0
120381439 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
120938455 0
122962880 0
115319023 0
119999069 0
122965505 0
119999073 0
124031417 0
116120128 0
119426911 0
120375743 0
118266817 0
120752151 0
123142987 0
120942565 0
119430017 0
120378818 0
119045550 0
119998554 0
121501643 0
119425880 0
120188655 0
120188144 0
123142983 0
122234907 0
120753179 0
121866885 0
131343631 0
120752667 0
120381439 0
122419051 0
119239444 0
121863346 0
119616144 0
120192823 0
120572489 0
118851345 0
119997530 0
119428457 0
115714744 0
123320999 0
123135348 0
119234262 0
121505821 0
119619228 0
120190716 0
118463505 0
121501621 0
121494478 0
120566242 0
120189162 0
122241196 0
119429513 0
121507941 0
123857093 0
119809860 0
119616143 0
120188660 0
119619749 0
120187647 0
120003772 0
121507938 0
120186612 0
122806601 0
119806777 0
122411907 0
121864363 0
120944106 0
118272959 0
122775399 0
121503731 0
120191241 0
120948825 0
120187120 0
119428977 0
119994990 0
123494173 0
121318618 0
119998044 0
120189171 0
119619741 0
123502886 0
118850834 0
119618713 0
120780957 0
121689678 0
121873631 0
121319152 0
120967680 0
121687579 0
122963922 0
125266350 0
116516214 0
120023067 0
122601655 0
120378307 0
121688125 0
120376268 0
122055322 0
122413924 0
119806275 0
122784123 0
120188142 0
122603231 0
121497520 0
124904860 0
119807287 0
121131447 0
120374715 0
119996002 0
120377791 0
121123219 0
133427172 0
120759964 0
118463509 0
120757855 0
120763157 0
121133007 0
122057408 0
119233753 0
119426399 0
122593973 0
119617166 0
130489547 0
119809858 0
120753180 0
120188162 0
122233403 0
118465050 0
119426396 0
122964433 0
120567765 0
122237006 0
121122714 0
121309365 0
120194917 0
119617678 0
119429492 0
118466084 0
119236835 0
119804749 0
123145592 0
122055324 0
120189169 0
120563169 0
118272961 0
122234915 0
119238914 0
121136710 0
120938944 0
120756275 0
120946179 0
127104621 0
120940504 0
119619229 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
120938455 0
122962880 0
115319023 0
119999069 0
122965505 0
119999073 0
124031417 0
116120128 0
119426911 0
120375743 0
118266817 0
120752151 0
123142987 0
120942565 0
119430017 0
122776884 0
120946206 0
119621824 0
119997529 0
119998555 0
120566740 0
119618196 0
121679901 0
120564173 0
119043490 0
120377790 0
119617681 0
126279776 0
121308366 0
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
120378300 0
120566739 0
121866397 0
119999072 0
120189686 0
131201152 0
123674921 0
120187121 0
120376251 0
114920716 0
115516470 0
121130415 0
118658572 0
132915737 0
119618715 0
120002181 0
122234952 0
122782033 0
119234258 0
118658571 0
120572487 0
122050148 0
119428975 0
122047108 0
119804751 0
115319024 0
120569868 0
121135122 0
121319154 0
120761015 0
124029881 0
119809856 0
120379857 0
123319955 0
126941542 0
124207617 0
119805759 0
123320985 0
119234772 0
118848786 0
119807799 0
120189683 0
123679028 0
120946222 0
120936421 0
119807798 0
120380918 0
128524331 0
119429495 0
119618194 0
122963920 0
119427937 0
120760479 0
120938455 0
122962880 0
115319023 0
119999069 0
122965505 0
119999073 0
124031417 0
116120128 0
119426911 0
120375743 0
118266817 0
120752151 0
123142987 0
120942565 0
119430017 0
120378818 0
119045550 0
119998554 0
121501643 0
119425880 0
120188655 0
120188144 0
123142983 0
122234907 0
120753179 0
121866885 0
131343631 0
120752667 0
120381439 0
122419051 0
119239444 0
56085511 2
43426306 2
41830223 2
60825326 2
50060919 2
43615963 2
49492082 2
41818807 2
62800146 2
57235455 2
42223343 2
58485779 2
55592655 2
37046815 2
25778361 2
44017053 2
43817022 2
45604815 2
63747186 2
42021267 2
43426319 2
55915551 2
55423873 2
60251965 2
24698133 2
56897591 2
63519457 2
53864777 2
56897683 2
41215711 2
40036239 2
55753832 2
59523079 2
58790269 2
32532830 2
46610667 2
58931901 2
29472374 2
33112940 2
61617692 2
61755360 2
43419521 2
50617035 2
42829770 2
55422322 2
49874986 2
52458546 2
51907935 2
37654802 2
44428519 2
30995830 2
62549322 2
63991214 2
35464428 2
25410087 2
49495885 2
31378845 2
31183564 2
46411946 2
62782990 2
38231749 2
51547790 2
43023708 2
50243449 2
39828674 2
44634318 2
44031367 2
59539656 2
32923090 2
51724801 2
48933830 2
59089882 2
58321159 2
43419992 2
40623445 2
31979320 2
58776647 2
59531503 2
58154431 2
34477994 2
47380519 2
48154162 2
52643004 2
59076828 2
63287207 2
59545815 2
62913780 2
44228120 2
36450587 2
29486007 2
35684162 2
40226933 2
59375786 2
57219314 2
32730987 2
34694927 2
46000864 2
59673867 2
53877702 2
31197781 2
32742539 2
39230785 2
51911028 2
52817822 2
56576768 2
38630876 2
36835591 2
28176941 2
48147876 2
43021072 2
52815084 2
37454970 2
47768216 2
37049928 2
37662760 2
42811025 2
42216532 2
60526850 2
58641299 2
47174858 2
61090761 2
61221237 2
59964673 2
49112184 2
49119774 2
51372179 2
49688572 2
60402643 2
59669392 2
50446883 2
45211941 2
54563227 2
58627599 2
26872049 2
37646766 2
46793112 2
61891118 2
45607506 2
43428979 2
59659973 2
45621829 2
53165240 2
32339298 2
50806864 2
60682907 2
59811577 2
52818888 2
61077547 2
45623469 2
55073370 2
60949729 2
48544013 2
61894354 2
59379759 2
31960320 2
37445017 2
39428590 2
53871418 2
36251358 2
42420619 2
54210028 2
54056679 2
28735225 2
51530317 2
43820661 2
41437444 2
36245355 2
59969715 2
44819432 2
49883635 2
61907466 2
50254237 2
41031831 2
53515058 2
53871902 2
26510049 2
39045607 2
49676459 2
30811720 2
40030434 2
56091218 2
28367754 2
45212984 2
57384640 2
48144870 2
53168280 2
27062467 2
60537536 2
56255390 2
55079952 2
60819868 2
39835521 2
45995177 2
33717558 2
43012288 2
55078845 2
42222270 2
31588515 2
27612319 2
26510924 2
49496946 2
63404426 2
43623823 2
46392796 2
53693303 2
63750228 2
56737673 2
54217192 2
55585980 2
58025449 2
47571142 2
44605141 2
53159084 2
56572206 2
51733882 2
57239704 2
40641317 2
42419021 2
30237849 2
33311486 2
61485083 2
43220947 2
55414607 2
50810176 2
58488395 2
35284661 2
31761913 2
56567792 2
34682498 2
43217771 2
36849689 2
40040516 2
48726706 2
41839914 2
46211393 2
57529153 2
61892061 2
55246566 2
61075760 2
45414280 2
38852319 2
25608665 2
52285782 2
49680632 2
49101767 2
49679544 2
45399164 2
63514566 2
58325813 2
50059131 2
43819188 2
31197617 2
58933836 2
42619896 2
51169159 2
34483903 2
46001956 2
29481618 2
50810587 2
45017466 2
29676968 2
49874092 2
61215744 2
42217045 2
52644577 2
33325807 2
59515031 2
49484826 2
57227107 2
50059721 2
38446458 2
59083167 2
40837954 2
55938140 2
53520131 2
28913647 2
63980192 2
50994672 2
28733110 2
47393422 2
53176452 2
27809108 2
59961759 2
52826300 2
55578802 2
47764009 2
29307221 2
44613977 2
53711335 2
56729721 2
57383658 2
37634492 2
55746313 2
43221939 2
39649356 2
44816205 2
41216212 2
30046769 2
48905471 2
28353532 2
37456022 2
39042413 2
49495853 2
31000736 2
55591716 2
55254020 2
41225550 2
57850652 2
49675987 2
45615394 2
56091833 2
61504504 2
45220937 2
31956950 2
40028887 2
38426379 2
50061906 2
58928897 2
58616463 2
49494644 2
38440126 2
30229019 2
28348536 2
57543409 2
56575672 2
25778327 2
48935478 2
48163958 2
55418242 2
60659591 2
53157600 2
60247042 2
37637970 2
64099868 2
50233852 2
55931701 2
63526309 2
63653122 2
62542667 2
52642915 2
37450368 2
52283661 2
41424817 2
58922670 2
39232474 2
27244676 2
32534339 2
47190142 2
60951085 2
31771212 2
50423141 2
36058474 2
34092863 2
63044715 2
51557496 2
48330990 2
36452759 2
54218773 2
44015456 2
25059442 2
26325112 2
54215688 2
30253518 2
47563860 2
63163392 2
46590865 2
60272206 2
30055267 2
58015556 2
47182743 2
50237873 2
29665423 2
48335042 2
42610146 2
40428807 2
47366303 2
34092851 2
59375898 2
49291494 2
58946177 2
63297988 2
46598217 2
55759750 2
60528775 2
55087338 2
35855286 2
44825847 2
35485939 2
56577231 2
32546809 2
51742423 2
56581441 2
46213002 2
30046868 2
54909490 2
52275046 2
56086530 2
48144348 2
53877268 2
40819132 2
40843874 2
42617765 2
59229296 2
60401211 2
44020717 2
57713987 2
51347598 2
43418916 2
50246788 2
35280975 2
28739563 2
45614855 2
25425898 2
46605208 2
46998703 2
40420133 2
49112310 2
60096904 2
41013844 2
54211607 2
36042691 2
39438605 2
58166575 2
29873218 2
50445189 2
46984902 2
61773899 2
34693348 2
40830513 2
43025812 2
55415064 2
62557526 2
42815127 2
40028875 2
54227075 2
36662916 2
58477064 2
30049167 2
39428596 2
57554440 2
43237376 2
53874445 2
34286960 2
54388002 2
51743007 2
34673539 2
32157588 2
47966031 2
60254499 2
51902103 2
34486431 2
32160138 2
64104810 2
58928411 2
55241551 2
58332441 2
40025235 2
52097938 2
59380213 2
59398184 2
58779674 2
27797256 2
54411193 2
41821403 2
46980699 2
50993125 2
62155249 2
55069399 2
62658802 2
57399794 2
47358408 2
59977374 2
31010661 2
54057196 2
64977640 2
50818660 2
35465591 2
39820528 2
56565856 2
27797266 2
36864773 2
58008507 2
62928860 2
40238521 2
30624450 2
61371091 2
33704670 2
60687923 2
49313546 2
58467672 2
29485156 2
57688617 2
60809670 2
62803002 2
59221062 2
52646151 2
60541499 2
32539669 2
41818832 2
56899661 2
31568958 2
61762257 2
37446185 2
34104640 2
44798702 2
62554127 2
52628708 2
43028483 2
62802528 2
35289451 2
46394815 2
44817774 2
57227085 2
46198171 2
44015430 2
39048369 2
52996556 2
48343857 2
56089643 2
58625619 2
49479726 2
56899694 2
34288968 2
41622017 2
41437458 2
51351063 2
54925945 2
39228188 2
30419688 2
53524467 2
64544832 2
48552091 2
41011882 2
48152188 2
51725305 2
59218300 2
60269632 2
48723641 2
39638075 2
42215505 2
28174817 2
62790719 2
40437462 2
32931591 2
52450180 2
49100853 2
55253910 2
49489885 2
42029633 2
42031775 2
50616560 2
34302336 2
44605142 2
57686755 2
46003613 2
47389648 2
55768673 2
40633279 2
62779908 2
59083249 2
43419526 2
52811916 2
56246594 2
60675026 2
35278014 2
31947607 2
60239132 2
59826303 2
53169503 2
44413204 2
56742248 2
40835873 2
33891977 2
54222929 2
42013128 2
58649225 2
43811871 2
32158448 2
38237037 2
41839895 2
56740165 2
25782005 2
59983479 2
59815434 2
45014168 2
62783876 2
50808439 2
54569979 2
44835087 2
61910447 2
27985773 2
30436542 2
27617577 2
27055505 2
54741286 2
51356272 2
34475605 2
53874446 2
61379569 2
62910133 2
55085726 2
34121227 2
40824865 2
62780343 2
58327833 2
44415772 2
43624359 2
51377010 2
61771445 2
52804078 2
47187053 2
61644857 2
51000087 2
52636471 2
36449543 2
44998191 2
41046371 2
59986055 2
51004857 2
62152520 2
36268330 2
36668782 2
25597283 2
53522857 2
41629291 2
28919773 2
45212981 2
64432593 2
61215296 2
48153093 2
60815439 2
39827140 2
52265643 2
41418072 2
38423868 2
30233172 2
48147473 2
38830666 2
49120199 2
53180634 2
56104626 2
42224401 2
27796799 2
59824301 2
37455672 2
42219600 2
58316245 2
43210034 2
63526758 2
31375981 2
62552185 2
38852860 2
35465442 2
59102861 2
42834554 2
24698570 2
42616731 2
62425860 2
36461009 2
33740633 2
50635340 2
28908609 2
39426503 2
41615894 2
53873504 2
48916776 2
51355159 2
39827269 2
42415356 2
58494168 2
63160105 2
51912043 2
46987529 2
34869994 2
64212220 2
59528459 2
58173730 2
50989312 2
26694636 2
44428526 2
52450128 2
54740776 2
27801559 2
55759071 2
42417409 2
62916488 2
53690242 2
43637789 2
60540451 2
28546233 2
34306024 2
53162676 2
58169554 2
34891370 2
40042648 2
54217216 2
39424083 2
34102560 2
38822680 2
59962223 2
36450596 2
33314029 2
39444932 2
44419989 2
54045017 2
57080782 2
43823869 2
47965621 2
30626309 2
56748388 2
43818125 2
52631213 2
54213604 2
31188768 2
61487383 2
24521753 1
56574217 1
52644605 1
44998175 1
32533862 1
43422624 1
53699990 1
41823006 1
39234581 1
38429332 1
49313172 1
58472040 1
34883518 1
41815698 1
57406214 1
35868005 1
44814172 1
27054141 1
61345654 1
48163392 1
42425714 1
44201091 1
40428279 1
58933343 1
62147370 1
46377092 1
60962437 1
33703258 1
36636141 1
53682860 1
44620225 1
50052908 1
47186427 1
42633577 1
42819738 1
43426843 1
49099740 1
63038675 1
41416943 1
61512418 1
59680883 1
47955517 1
53710136 1
46796928 1
57059003 1
52275651 1
43211044 1
47383635 1
45982662 1
53175369 1
43998823 1
50801178 1
30417010 1
49875639 1
29859581 1
63983197 1
63981930 1
51528353 1
37449151 1
57704105 1
56587684 1
52830645 1
48344289 1
45421304 1
31197115 1
38040629 1
61909974 1
59836441 1
46381996 1
50624603 1
57225962 1
54735039 1
31000168 1
32333308 1
63392315 1
57061434 1
41226078 1
30437211 1
44019105 1
31183578 1
62555588 1
59071068 1
46397997 1
31203394 2
51912615 2
60543993 2
61894341 2
54219255 2
47183233 2
47758093 2
46200762 2
60237262 2
32723209 2
33510034 2
31000660 2
29857697 2
63284465 2
38033938 2
51374305 2
55746808 2
36060391 2
61903123 2
40841704 2
46580563 2
53167232 2
47958652 2
53166822 2
36849690 2
33891946 2
56254499 2
